Enterprise Name,Query Type,Query,Supporting Facts
ZX Bank,Boolean,Does Delhi have ZX Bank ATMs at major petrol pumps?,"[{""filename"": ""ATM Locations at Major Petrol Pumps.md"", ""text"": ""1. **Indian Oil, Connaught Place** \n Outer Circle, CP, New Delhi \u2013 110001\n\n2. **HPCL, South Extension** \n Ring Road, South Extension, New Delhi \u2013 110049\n\n3. **BPCL, Lajpat Nagar** \n Lajpat Nagar IV, New Delhi \u2013 110024\n\n4. **Indian Oil, Dwarka Sector 12** \n Near Metro Station, Dwarka, New Delhi \u2013 110075\n\n5. **HPCL, Karol Bagh** \n Ajmal Khan Road, Karol Bagh, New Delhi \u2013 110005\n\n6. **BPCL, Vasant Kunj** \n Nelson Mandela Road, Vasant Kunj, New Delhi \u2013 110070\n\n7. **HPCL, Preet Vihar** \n Main Vikas Marg, Preet Vihar, New Delhi \u2013 110092\n\n8. **Indian Oil, Rohini Sector 7** \n Sector 7, Rohini, New Delhi \u2013 110085\n\n9. **BPCL, Saket** \n Saket Metro Station, Press Enclave Road, New Delhi \u2013 110017\n\n10. **HPCL, Janakpuri** \n Block-A, C4E Market, Janakpuri, New Delhi \u2013 110058""}]"
ZX Bank,Open-Ended,What are the available ZX Bank ATM locations in Bangalore?,"[{""filename"": ""ATM Locations at Major Petrol Pumps.md"", ""text"": ""1. **Indian Oil, MG Road** \n Trinity Circle, MG Road, Bengaluru \u2013 560001\n\n2. **HPCL, Koramangala** \n 80 Feet Road, Koramangala, Bengaluru \u2013 560034\n\n3. **BPCL, Jayanagar** \n 4th Block, Jayanagar, Bengaluru \u2013 560041\n\n4. **Indian Oil, Whitefield** \n ITPL Main Road, Whitefield, Bengaluru \u2013 560066\n\n5. **HPCL, Indiranagar** \n 100 Feet Road, Indiranagar, Bengaluru \u2013 560038\n\n6. **BPCL, Rajajinagar** \n Dr. Rajkumar Road, Rajajinagar, Bengaluru \u2013 560010\n\n7. **HPCL, Malleshwaram** \n Sampige Road, Malleshwaram, Bengaluru \u2013 560003\n\n8. **Indian Oil, Bannerghatta Road** \n Near IIM, Bannerghatta Road, Bengaluru \u2013 560076\n\n9. **BPCL, HSR Layout** \n 27th Main, Sector 1, HSR Layout, Bengaluru \u2013 560102\n\n10. **HPCL, Yeshwanthpur** \n Tumkur Road, Yeshwanthpur, Bengaluru \u2013 560022""}]"
ZX Bank,Procedural,How can I use the website to find the nearest ZX Bank ATM?,"[{""filename"": ""ATM Locations at Major Petrol Pumps.md"", ""text"": ""*Data is for reference purposes only. For real-time updates, use ZX Bank Asia Mobile App or visit [www.zxbank.asia](https://www.zxbank.asia).*""}]"
ZX Bank,Descriptive,What is the branch network of ZX Bank in Ludhiana?,"[{""filename"": ""Network in Ludhiana.md"", ""text"": ""ZX Bank Ltd. strengthens financial inclusion and ease of banking access in Ludhiana, one of Punjab\u2019s largest commercial hubs, through its well-distributed branch network. With 13 strategically located branches, the bank caters to both residential and commercial customers across North, South, East, West, and Central Ludhiana.""}]"
ZX Bank,Analytical,Why does ZX Bank focus on Ludhiana for its branch network?,"[{""filename"": ""Network in Ludhiana.md"", ""text"": ""ZX Bank Ltd. strengthens financial inclusion and ease of banking access in Ludhiana, one of Punjab\u2019s largest commercial hubs, through its well-distributed branch network.""}]"
ZX Bank,Procedural,How can I find the IFSC code for ZX Bank's North Ludhiana branches?,"[{""filename"": ""Network in Ludhiana.md"", ""text"": ""Branch addresses in North Ludhiana include SCO 45, Model Town Extension (IFSC: ZXIN0000301), 2nd Floor, GT Road, Miller Ganj (IFSC: ZXIN0000302), and Plot 32, Chandigarh Road, Vishal Nagar (IFSC: ZXIN0000303).""}]"
ZX Bank,Boolean,Does ZX Bank have a branch in South Ludhiana?,"[{""filename"": ""Network in Ludhiana.md"", ""text"": ""Yes, ZX Bank has branches in South Ludhiana at Shop 8, Gill Road, South City, and 1st Floor, Ferozepur Road, Rajguru Nagar, and 117, Pakhowal Road, Bhai Randhir Singh Nagar.""}]"
ZX Bank,Comparative,How does ZX Bank's branch presence compare between West and East Ludhiana?,"[{""filename"": ""Network in Ludhiana.md"", ""text"": ""West Ludhiana has branches at 72, Aggar Nagar, Main Market, SCO 10, Sukhdev Market, and Plot 9, Atam Park. East Ludhiana has branches at 22, Samrala Chowk, Civil Lines, and Shop 6, Sherpur Chowk, Shingaar Cinema Road.""}]"
ZX Bank,Procedural,How do I apply for a car loan at ZX Bank?,"[{""filename"": ""ZX Bank Car Loan.md"", ""text"": ""### Online (Recommended)\n1. **Download** the [ZX Bank Asia App](https://www.zxbank.asia/app) or log in to [ZX NetBanking](https://www.zxbank.asia/netbanking)\n2. Go to **\u201cLoans\u201d \u2192 \u201cCar Loan\u201d**\n3. **Fill the application** with your personal and vehicle details\n4. **Upload documents** using e-KYC (Aadhaar/Passport), salary slips, etc.\n5. **Check instant eligibility** and available offers\n6. **Submit application** for quick processing and approval updates""}, {""filename"": ""ZX Bank Car Loan.md"", ""text"": ""### Offline / Branch\n1. Visit your nearest [ZX Bank Branch](https://www.zxbank.asia/branches)\n2. Meet a relationship manager for personalized assistance\n3. Submit completed car loan application and documents""}]"
ZX Bank,Descriptive,What are the main features and benefits of ZX Bank's car loan?,"[{""filename"": ""ZX Bank Car Loan.md"", ""text"": ""- **Loan Amount:** Up to \u20b980 lakhs (India); equivalent amounts in other regions\n- **Tenure:** 12 to 84 months\n- **Attractive Interest Rates:** Starting from 8.25% p.a.*\n- **Quick Disbursal:** Get funds within 48 hours of approval\n- **Flexible Repayment:** EMI options tailored to your budget\n- **All Vehicle Types:** New & pre-owned cars, electric vehicles eligible\n- **No Hidden Charges:** Transparent processing fees and foreclosure terms\n- **Pre-approved Offers:** For select ZX Bank customers""}]"
ZX Bank,Open-Ended,What are the eligibility criteria for ZX Bank’s car loan?,"[{""filename"": ""ZX Bank Car Loan.md"", ""text"": ""- **Salaried individuals:** Age 21\u201360 | Minimum monthly income: \u20b920,000 (varies by region)\n- **Self-employed/professionals:** Age 21\u201365 | Minimum business vintage: 2 years""}]"
ZX Bank,Procedural,What documents are required to apply for a car loan at ZX Bank?,"[{""filename"": ""ZX Bank Car Loan.md"", ""text"": ""- **KYC Documents:** Aadhaar/Passport/Driving License, PAN, photograph\n- **Income Proof:** Salary slips/ITR/Bank statements (Past 6 months)\n- **Employment/Business Proof:** Offer letter/Business registration\n- **Vehicle Quotation/Invoice**""}, {""filename"": ""ZX Bank Car Loan.md"", ""text"": ""_All documents can be uploaded digitally via the ZX Bank Asia app/NetBanking_""}]"
ZX Bank,Procedural,How can I apply for a bike loan at ZX Bank?,"[{""filename"": ""ZX Bank Bike Loan.md"", ""text"": ""### How to Apply for a Bike Loan\n\n### 1. **Online via ZX Bank Asia App or Website**\n - **Step 1:** Download the **ZX Bank Asia** App (Android/iOS) or visit [www.zxbank.asia](https://www.zxbank.asia)\n - **Step 2:** Select \u201cApply for Bike Loan\u201d under the Loans section\n - **Step 3:** Fill in your details and upload required documents (e-KYC, income proof, quotation of bike)\n - **Step 4:** Get instant approval and track your status via app\n\n### 2. **At Your Nearest ZX Bank Branch**\n - Visit any ZX Bank branch with basic KYC documents and bike quotation\n - Complete the application form with assistance from our staff\n - Get approval and documentation assistance""}]"
ZX Bank,Descriptive,What are the key features of the ZX Bank Bike Loan?,"[{""filename"": ""ZX Bank Bike Loan.md"", ""text"": ""## ## Key Features\n\n- **Up to \u20b92 Lakhs** for two-wheelers (including electric bikes)\n- **10-minute e-KYC** and instant eligibility check\n- **Zero Prepayment Charges** after 12 EMIs\n- **Special Interest Rate** for women applicants and rural borrowers""}]"
ZX Bank,Comparative,How does ZX Bank's bike loan compare in interest rates to other typical loans?,"[{""filename"": ""ZX Bank Bike Loan.md"", ""text"": ""## ## Why Choose ZX Bank Bike Loan?\n\n- **Attractive Interest Rates** \u2013 Starting from *9.49% p.a.*\n- **Loan Amount** \u2013 Up to 100% of on-road bike price\n- **Flexible Repayment Tenure** \u2013 12 to 48 months\n- **Quick Disbursal** \u2013 Get your loan sanctioned in as little as 24 hours\n- **Minimal Documentation** \u2013 Paperless process via net banking & mobile app\n- **No Hidden Charges** \u2013 Transparent processing""}]"
ZX Bank,Boolean,Does ZX Bank Bike Loan have any prepayment charges?,"[{""filename"": ""ZX Bank Bike Loan.md"", ""text"": ""## ## Key Features\n\n- **Zero Prepayment Charges** after 12 EMIs""}]"
ZX Bank,Descriptive,What is the branch network of ZX Bank in Bhutan?,"[{""filename"": ""Branch Network in Bhutan.md"", ""text"": ""ZX Bank Ltd. has established a robust and accessible banking infrastructure across Bhutan, supporting both urban and semi-urban communities. The branch network ensures that customers in key regions \u2014 Thimphu, Paro, Punakha, Phuentsholing, and Gelephu \u2014 have convenient access to retail banking, digital services, and remittance facilities. Below, find region-wise details of branch locations, IFSC codes, and contact numbers to assist customers in connecting with our local banking offices.""}]"
ZX Bank,Boolean,Does ZX Bank have a branch in Thimphu?,"[{""filename"": ""Branch Network in Bhutan.md"", ""text"": ""ZX Bank has established branches in several key regions, including Thimphu.""}, {""filename"": ""Branch Network in Bhutan.md"", ""text"": ""In the Thimphu Region, ZX Bank branches are located at Near Clock Tower, Norzin Lam and 1st Floor, City Mall, Changlam.""}]"
ZX Bank,Procedural,How can I find the contact number for the Paro Town branch of ZX Bank?,"[{""filename"": ""Branch Network in Bhutan.md"", ""text"": ""For the Paro Region, the branch located on Main Street, Paro Town can be contacted at +975-8-272502.""}]"
ZX Bank,Open-Ended,What services does ZX Bank offer in Bhutan?,"[{""filename"": ""Branch Network in Bhutan.md"", ""text"": ""ZX Bank provides retail banking, digital services, and remittance facilities, ensuring accessibility across urban and semi-urban communities in Bhutan.""}]"
ZX Bank,Analytical,Why might ZX Bank consider Phuentsholing an important location for establishing branches?,"[{""filename"": ""Branch Network in Bhutan.md"", ""text"": ""Phuentsholing is listed among key regions for ZX Bank's branch network, suggesting its strategic importance for retail banking, digital services, and remittance facilities. The presence of multiple branches in Phuentsholing indicates a need to support the local economy and population.""}]"
ZX Bank,Descriptive,What is the purpose of ZX Bank's ATM locations at restaurants?,"[{""filename"": ""ATMs at Famous Restaurants.md"", ""text"": ""Below is a list of ZX Bank ATMs conveniently located at or near popular, high-traffic restaurants in each major city. This list is ideal for travelers, foodies, and city-dwellers who love to dine out and need quick banking and cash withdrawal access.""}]"
ZX Bank,Open-Ended,Which cities are covered by ZX Bank's ATM locations?,"[{""filename"": ""ATMs at Famous Restaurants.md"", ""text"": ""Below is a list of ZX Bank ATMs conveniently located at or near popular, high-traffic restaurants in each major city.""}, {""filename"": ""ATMs at Famous Restaurants.md"", ""text"": ""* Mumbai, Delhi, Bangalore, Hyderabad, Chennai, Kolkata, Pune, Ahmedabad, Surat, Jaipur, Lucknow, Kanpur, Nagpur, Indore, Bhopal, Visakhapatnam, Patna, Vadodara, Ludhiana, Coimbatore""}]"
ZX Bank,Boolean,Are there ZX Bank ATMs located in Chennai?,"[{""filename"": ""ATMs at Famous Restaurants.md"", ""text"": ""## Chennai \u2013 Tamil Nadu\n1. **Murugan Idli Shop** \n T. Nagar, Chennai, Tamil Nadu 600017\n2. **Saravana Bhavan** \n Radhakrishnan Salai, Mylapore, Chennai, Tamil Nadu 600004""}]"
ZX Bank,Procedural,How can I find more up-to-date information about ZX Bank's ATM locations?,"[{""filename"": ""ATMs at Famous Restaurants.md"", ""text"": ""*For up-to-date addresses and services, visit the [ZX Bank Website](www.zxbank.asia).*""}]"
ZX Bank,Comparative,How does ZX Bank's ATM strategy differ in Hyderabad compared to Ludhiana?,"[{""filename"": ""ATMs at Famous Restaurants.md"", ""text"": ""## Hyderabad \u2013 Telangana\n1. **Paradise Biryani** \n SD Road, Secunderabad, Hyderabad, Telangana 500003\n2. **Bawarchi** \n RTC Cross Road, Musheerabad, Hyderabad, Telangana 500020\n\n## Ludhiana \u2013 Punjab\n1. **Bistro 226** \n Ferozepur Road, Ludhiana, Punjab 141001\n2. **Barbeque Nation** \n Feroze Gandhi Market, Ludhiana, Punjab 141001""}]"
ZX Bank,Descriptive,What is the history of ZX Bank Ltd.?,"[{""filename"": ""About ZX Bank Ltd.md"", ""text"": ""ZX Bank Ltd. is headquartered in Mumbai, Maharashtra, India, and was founded in 1998. It operates as a private sector commercial bank with a strong focus on retail, corporate, and digital banking services. The bank is known for its extensive presence in South Asia, offering a range of financial services.""}]"
ZX Bank,Comparative,How does ZX Bank's presence in India compare to its presence in Sri Lanka?,"[{""filename"": ""About ZX Bank Ltd.md"", ""text"": ""In India, ZX Bank has full-service operations in retail, corporate, and digital banking with over 560 branches and 1,200 ATMs. In contrast, in Sri Lanka, the bank has 32 branches that focus on SME, personal banking, and remittance corridors, along with 40 ATMs.""}]"
ZX Bank,Procedural,How can I perform a balance check using the ZX Bank mobile app?,"[{""filename"": ""About ZX Bank Ltd.md"", ""text"": ""The ZX Bank Asia mobile app, available on Android and iOS, allows users to perform functions like balance checks. Users can log in using biometric login or QR scan pay to access features such as fund transfer, loan tracking, and bill payments.""}]"
ZX Bank,Analytical,Why might ZX Bank focus on green finance projects in Bhutan and Nepal?,"[{""filename"": ""About ZX Bank Ltd.md"", ""text"": ""ZX Bank engages in green finance projects as part of its CSR and ESG focus. The bank partners with hydropower ventures in Bhutan and solar ventures in Nepal, which aligns with a commitment to sustainable development and environmental responsibility. This strategy supports regional energy needs while enhancing the bank\u2019s reputation in environmentally friendly initiatives.""}]"
ZX Bank,Boolean,Is ZX Bank's CEO a woman?,"[{""filename"": ""About ZX Bank Ltd.md"", ""text"": ""Yes, the CEO of ZX Bank is Anjali Deshmukh, indicating the bank's leadership includes diversity at the executive level.""}]"
ZX Bank,Procedural,How do I close a savings account at ZX Bank?,"[{""filename"": ""Account Close Guide.md"", ""text"": ""1. **Visit Your Home Branch**: Bring valid photo ID (e.g., Aadhaar, Passport) and your passbook/debit card.\n2. **Fill Out the Account Closure Form**: Request and complete the \u2018Savings Account Closure Form\u2019 at the branch.\n3. **Settle Dues**: Ensure all cheque books and debit cards are returned. Settle any outstanding charges.\n4. **Withdraw Remaining Balance**: The final balance will be paid in cash or transferred to another account of your choice.\n5. **Get Confirmation**: Obtain an account closure acknowledgment receipt.""}, {""filename"": ""Account Close Guide.md"", ""text"": ""Currently, ZX Bank requires in-branch verification for savings account closures.""}]"
ZX Bank,Boolean,Can I close my ZX Bank savings account online?,"[{""filename"": ""Account Close Guide.md"", ""text"": ""Currently, ZX Bank requires in-branch verification for savings account closures.""}]"
ZX Bank,Procedural,What steps are involved in closing a current account at ZX Bank?,"[{""filename"": ""Account Close Guide.md"", ""text"": ""1. **Visit the Opening Branch**: Bring company/entity proofs (for business accounts) and authorized signatory\u2019s ID.\n2. **Submit Account Closure Form**: Fill and sign the \u2018Current Account Closure Form\u2019. For joint or partnership accounts, all account holders/signatories must sign.\n3. **Return Documents and Cheques**: Return all unused cheque leaves, debit/ATM cards & passbook.\n4. **Settle Pending Dues**: Clear any outstanding overdrafts, fees, or charges.\n5. **Receive Closure Confirmation**: Ask for a written confirmation/receipt from the bank.""}]"
ZX Bank,Analytical,Why might a salary account be converted to a savings account at ZX Bank?,"[{""filename"": ""Account Close Guide.md"", ""text"": ""If your salary is not credited for 3 consecutive months, the salary account may convert to a savings account, with related charges applicable.""}]"
ZX Bank,Descriptive,What should you do before closing an account at ZX Bank?,"[{""filename"": ""Account Close Guide.md"", ""text"": ""Please ensure all auto-debits/standing instructions are cancelled before closing your account. Charges may apply as per bank policy.""}]"
ZX Bank,Analytical,Why has ZX Bank placed branches in all major regions of Lucknow?,"[{""filename"": ""Lucknow Branch Network.md"", ""text"": ""ZX Bank has established a comprehensive banking network across Lucknow, ensuring residents of every major region\u2014North, South, East, West, and Central Lucknow\u2014can access modern banking services with ease. With 22 strategically located branches, customers benefit from seamless banking, personalized advisory, and digital services across the city.""}]"
ZX Bank,Comparative,How do the branch services in North Lucknow differ from those in South Lucknow?,"[{""filename"": ""Lucknow Branch Network.md"", ""text"": ""The markdown provides the branch addresses, IFSC codes, and contact numbers for both North Lucknow and South Lucknow, indicating comprehensive services across these regions. While specific service differences are not detailed, both areas offer accessibility to modern banking.""}]"
ZX Bank,Descriptive,What is the branch network of ZX Bank in Central Lucknow?,"[{""filename"": ""Lucknow Branch Network.md"", ""text"": ""ZX Bank\u2019s Central Lucknow branches include key locations such as Hazratganj, Vidhan Sabha Marg; Kaiserbagh, Near Court; Aminabad, Latouche Road; Lalbagh, M.G. Road; and Chowk, Near Jawahar Bhawan. Each branch is listed with its specific IFSC code and contact number for customer convenience.""}]"
ZX Bank,Procedural,How can I find the IFSC code for ZX Bank's Gomti Nagar branch?,"[{""filename"": ""Lucknow Branch Network.md"", ""text"": ""Refer to the provided East Lucknow branch section where you can find the details for ZX Bank's Gomti Nagar branch, including the IFSC code (ZXIN0001031) alongside the branch address and contact number.""}]"
ZX Bank,Procedural,How can I download the ZX Bank Asia app on Android devices?,"[{""filename"": ""ZX Bank Asia Mobile App Guide.md"", ""text"": ""For Android:\n1. Open Google Play Store.\n2. Search for: `ZX Bank Asia`.\n3. Tap `Download` and install the app.""}]"
ZX Bank,Procedural,How do I activate mobile banking on the ZX Bank Asia app?,"[{""filename"": ""ZX Bank Asia Mobile App Guide.md"", ""text"": ""1. Open the ZX Bank Asia App.\n2. Tap on `Register / Activate`.\n3. Enter your registered mobile number & customer ID/account number.\n4. Authenticate via OTP sent to your mobile.\n5. Set your preferred login PIN or configure biometric authentication (fingerprint/Face ID).\n6. Complete e-KYC verification if prompted.""}]"
ZX Bank,Comparative,What security options does the ZX Bank Asia app offer compared to traditional banking methods?,"[{""filename"": ""ZX Bank Asia Mobile App Guide.md"", ""text"": ""Security Options:\n- Biometric login (fingerprint/Face ID)\n- Dynamic device registration & One-Time Password (OTP) validation\n- Instant blocking of internet/mobile banking through the app""}, {""filename"": ""ZX Bank Asia Mobile App Guide.md"", ""text"": ""With support for Android and iOS, manage your finances on the go with intuitive banking features, advanced security, and real-time assistance.""}]"
ZX Bank,Descriptive,What features does the ZX Bank Asia mobile app offer for account management?,"[{""filename"": ""ZX Bank Asia Mobile App Guide.md"", ""text"": ""Account Management:\n- Check savings/current account balances.\n- View transaction history and mini statements.\n- Track FD, RD, and loan details in real-time.""}]"
ZX Bank,Boolean,Can you manage credit and debit cards using the ZX Bank Asia app?,"[{""filename"": ""ZX Bank Asia Mobile App Guide.md"", ""text"": ""Yes, you can manage credit and debit cards using the app, including viewing existing cards, blocking cards, resetting PINs, and applying for new cards.""}]"
ZX Bank,Comparative,How does ZX Bank Fixed Deposits differ from regular savings accounts?,"[{""filename"": ""ZX Bank Fixed Deposits.md"", ""text"": ""Why Choose ZX Bank Fixed Deposits?\n- **Competitive Interest Rates:** Enjoy higher returns compared to regular savings accounts.""}]"
ZX Bank,Procedural,How do I apply for a fixed deposit at ZX Bank?,"[{""filename"": ""ZX Bank Fixed Deposits.md"", ""text"": ""How to Apply\n1. **Via Mobile App:** \n - Download the ZX Bank Asia app (Android/iOS)\n - Register/login and choose \""Fixed Deposit\""\n - Select amount, tenure, and nominee\n - Confirm with OTP/biometric authentication\n\n2. **Via NetBanking:** \n - Login to www.zxbank.asia\n - Navigate to \""Deposits\"" \u2192 \""Open Fixed Deposit\""\n - Fill in required details and confirm\n\n3. **At Branch:** \n - Visit your nearest ZX Bank branch with KYC documents\n - Fill out the FD application form and deposit the amount""}]"
ZX Bank,Descriptive,What are the features and benefits of ZX Bank Fixed Deposits?,"[{""filename"": ""ZX Bank Fixed Deposits.md"", ""text"": ""Features & Benefits\n- Minimum Deposit: \u20b95,000 (India), LKR 10,000 (Sri Lanka), BDT 10,000 (Bangladesh), BTN 1,000 (Bhutan), NPR 1,500 (Nepal)\n- Interest Payout: Choose from monthly, quarterly, or on maturity payout options\n- Special Schemes: Senior citizen extra interest, tax-saver FDs, recurring deposit variants\n- Joint Deposits: Facility for joint holding and nomination\n- Auto-renewal: Hassle-free renewal option available""}]"
ZX Bank,Boolean,Is it possible to open a fixed deposit digitally with ZX Bank?,"[{""filename"": ""ZX Bank Fixed Deposits.md"", ""text"": ""Available In\n| Country | Currency | Branch Booking | Online/Digital Booking |\n|-------------|--------------|:--------------:|:---------------------:|\n| India | INR | \u2705 | \u2705 |\n| Sri Lanka | LKR | \u2705 | \u2705 |\n| Bangladesh | BDT | \u2705 | \u2705 |\n| Bhutan | BTN | \u2705 | \u2705 |\n| Nepal | NPR | \u2705 | \u2705 |""}]"
ZX Bank,Analytical,Why might customers choose ZX Bank's Fixed Deposits?,"[{""filename"": ""ZX Bank Fixed Deposits.md"", ""text"": ""Why Choose ZX Bank Fixed Deposits?\n- **Competitive Interest Rates:** Enjoy higher returns compared to regular savings accounts.\n- **Flexible Tenures:** Tenure options ranging from 7 days to 10 years.\n- **Safe & Secure:** Backed by ZX Bank\u2019s sound financial position and regulatory compliance.\n- **Loan Against FD:** Avail instant overdraft or loans up to 90% of your FD value.\n- **Premature Withdrawal:** Facility available (premature closure charges may apply).\n- **Digital Opening:** Open, renew, or close FDs instantly through ZX Bank Asia mobile app or NetBanking.""}]"
ZX Bank,Procedural,How do I enable auto debit for my bills with ZX Bank?,"[{""filename"": ""Bill Payments.md"", ""text"": ""Register Online: Enable auto debit for your chosen billers via Mobile App or NetBanking.""}, {""filename"": ""Bill Payments.md"", ""text"": ""Custom Schedule: Select the payment date (due date or preferred day prior).""}, {""filename"": ""Bill Payments.md"", ""text"": ""Automated Payments: ZX Bank automatically processes payments on your behalf.""}, {""filename"": ""Bill Payments.md"", ""text"": ""Manage & Cancel Anytime: Modify or stop auto debits anytime using the \""Manage Mandates\"" section.""}]"
ZX Bank,Descriptive,What are the features of ZX Bank's bill payment services?,"[{""filename"": ""Bill Payments.md"", ""text"": ""ZX Bank aims to simplify your bill management experience with its robust Bill Payments and Auto Debit features, accessible via the ZX Bank Asia Mobile App, NetBanking, and branch network.""}, {""filename"": ""Bill Payments.md"", ""text"": ""Key Features include: One-Time Setup, Secure Payments protected with OTP, biometric & device authentication, Coverage of over 400+ billers across India, Sri Lanka, Bangladesh, Bhutan, Nepal, Real-Time Tracking, and an AI Financial Assistant (\u201cZia\u201d).""}]"
ZX Bank,Boolean,Can you pay educational fees using ZX Bank's bill payment service?,"[{""filename"": ""Bill Payments.md"", ""text"": ""Supported Bill Payment Categories include: Credit Cards (ZX Bank & other banks), Mobile/Postpaid Bills, Prepaid Mobile Recharge, DTH, Broadband & Landline, Electricity, Water, & Gas, Insurance Premiums, Educational Fees, Municipality Taxes.""}]"
ZX Bank,Comparative,How do the security features of ZX Bank's bill payment service compare to traditional payment methods?,"[{""filename"": ""Bill Payments.md"", ""text"": ""ZX Bank's payments are secured with OTP, biometric authentication, and device authentication.""}, {""filename"": ""Bill Payments.md"", ""text"": ""Traditional payment methods might rely on basic password protection without advanced biometric or device-authentication features.""}]"
ZX Bank,Descriptive,What is ZX Bank's branch network like in Bhopal?,"[{""filename"": ""Branch Network in Bhopal.md"", ""text"": ""ZX Bank Ltd. maintains a strong presence in Bhopal, ensuring convenient access to its services for customers across the city's diverse neighborhoods. With a carefully distributed network of eight branches throughout North, South, East, West, and Central Bhopal, customers benefit from seamless banking facilities in both residential and commercial hubs. Each branch is equipped to offer comprehensive retail, corporate, and digital banking solutions tailored to local needs.""}]"
ZX Bank,Open-Ended,How many branches does ZX Bank have in Bhopal?,"[{""filename"": ""Branch Network in Bhopal.md"", ""text"": ""ZX Bank Ltd. maintains a strong presence in Bhopal... With a carefully distributed network of eight branches...""}]"
ZX Bank,Boolean,Does ZX Bank have a branch in South Bhopal?,"[{""filename"": ""Branch Network in Bhopal.md"", ""text"": ""South Bhopal\n\n| Branch Address | IFSC Code | Contact Number |\n|-----------------------------------------------------|----------------|-------------------|\n| 25/1 Malviya Nagar, Nehru Nagar, Bhopal | ZXIN0001203 | 0755-2872555 |\n| Shop 3, Fortune Plaza, Kolar Road, South Bhopal | ZXIN0001204 | 0755-2891820 |""}]"
ZX Bank,Procedural,How can I contact the ZX Bank branch in West Bhopal?,"[{""filename"": ""Branch Network in Bhopal.md"", ""text"": ""West Bhopal\n\n| Branch Address | IFSC Code | Contact Number |\n|-------------------------------------------------|----------------|-------------------|\n| 102, Shyamla Hills Main Road, Bhopal | ZXIN0001206 | 0755-2761070 |""}]"
ZX Bank,Open-Ended,What services do ZX Bank branches in Bhopal offer?,"[{""filename"": ""Branch Network in Bhopal.md"", ""text"": ""Each branch is equipped to offer comprehensive retail, corporate, and digital banking solutions tailored to local needs.""}]"
